Date;Zone;Consommation_totale;Consommation_industrielle_(hors_SFM);Consommation_distribution_publique;Consommation_SFM;Consommation_PIRR;Prevision_realisee_en_J-5_prevision_totale_GRTgaz;Prevision_realisee_en_J-4_prevision_totale_GRTgaz;Prevision_realisee_en_J-3_prevision_totale_GRTgaz;Prevision_realisee_en_J-2_prevision_totale_GRTgaz;Prevision_realisee_en_J-1_prevision_totale_GRTgaz;Prevision_realisee_en_J-1_avant_17h_prevision_totale_GRTgaz;Prevision_realisee_en_J_avant_15h_prevision_totale_GRTgaz;Prevision_realisee_en_J_apres_15h_prevision_totale_GRTgaz;Prevision_realisee_en_J-5_indus_hors_SFM;Prevision_realisee_en_J-4_indus_hors_SFM;Prevision_realisee_en_J-3_indus_hors_SFM;Prevision_realisee_en_J-2_indus_hors_SFM;Prevision_realisee_en_J-1_avant_17h_indus_hors_SFM;Prevision_realisee_en_J-1_apres_17h_indus_hors_SFM;Prevision_realisee_en_J_avant_15h_indus_hors_SFM;Prevision_realisee_en_J_apres_15h_indus_hors_SFM;Prevision_realisee_en_J-5_distribution_publique;Prevision_realisee_en_J-4_distribution_publique;Prevision_realisee_en_J-3_distribution_publique;Prevision_realisee_en_J-2_distribution_publique; Prevision_realisee_en_J-1_avant_17h_distribution_publique;Prevision_realisee_en_J-1_apres_17h_distribution_publique;Prevision_realisee_en_J_avant_15h_distribution_publique;Prevision_realisee_en_J_apres_15h_distribution_publique;Prevision_realisee_en_J-5_SFM;Prevision_realisee_en_J-4_SFM;Prevision_realisee_en_J-3_SFM;Prevision_realisee_en_J-2_SFM; Prevision_realisee_en_J-1_avant_17h_SFM;Prevision_realisee_en_J-1_apres_17h_SFM;Prevision_realisee_en_J_avant_15h_SFM;Prevision_realisee_en_J_apres_15h_SFM;Prevision_realisee_en_J-5_PIRR;Prevision_realisee_en_J-4_PIRR;Prevision_realisee_en_J-3_PIRR;Prevision_realisee_en_J-2_PIRR; Prevision_realisee_en_J-1_avant_17h_PIRR;Prevision_realisee_en_J-1_apres_17h_PIRR;Prevision_realisee_en_J_avant_15h_PIRR;Prevision_realisee_en_J_apres_15h_PIRR;Prevision_expediteurs_J-1_14H;Prevision_expediteurs_J-1_16H;Prevision_expediteurs_J-1_18H;Prevision_expediteurs_J-1_20H;Prevision_expediteurs_J-1_21H;Prevision_expediteurs_J-1_22H;Prevision_expediteurs_J-1_23H;Prevision_expediteurs_J-1_00H;Prevision_expediteurs_J-1_01H;Prevision_expediteurs_J-1_02H;Prevision_expediteurs_J-1_03H;Prevision_expediteurs_J_04H;Prevision_expediteurs_J_05H;Prevision_expediteurs_J_06H;Prevision_expediteurs_J_07H;Prevision_expediteurs_J_08H;Prevision_expediteurs_J_09H;Prevision_expediteurs_J_10H;Prevision_expediteurs_J_11H;Prevision_expediteurs_J_12H;Prevision_expediteurs_J_13H;Prevision_expediteurs_J_14H;Prevision_expediteurs_J_15H;Prevision_expediteurs_J_16H;Prevision_expediteurs_J_17H;Prevision_expediteurs_J_18H;Prevision_expediteurs_J_19H;Prevision_expediteurs_J_20H;Prevision_expediteurs_J_21H;Prevision_expediteurs_J_22H;Prevision_expediteurs_J_23H;Prevision_expediteurs_J_00H;Prevision_expediteurs_J_01H;Prevision_expediteurs_J_02H;Prevision_expediteurs_J_03H;Temperature_moyenne
22/02/2016;"Toutes zones";1571264150;401610649;1109084862;57503198;3065441;1848274889;1749145785;1792942926;1628621407;1627265474;1613853251;1528937696;1553031234;439811362;432427369;432427364;411141207;400540138;400540165;395271466;398534754;1347922128;1269265246;1269265354;1143466073;1134061374;1134061303;1083141168;1093355074;41297925;28703808;73304870;56008871;87622301;73056870;44292773;54882004;19243474;18749362;17945338;18005256;5041661;6194913;6232289;6259402;1678824999;1660282295;1662924033;1646538426;1652347873;1650847873;1650847873;1650982247;1650982247;1650982247;1650982247;1650982247;1650982247;1650982247;1650982248;1650250281;1646830800;1631380905;1631380905;1641254543;1620981377;1619816319;1623442067;1617664178;1589692407;1611495208;1597752527;1597752527;1597752527;1597752527;1597292527;1598070280;1595322280;1595322280;1595322280;
23/02/2016;"Toutes zones";1811853238;419240737;1252238618;140209386;164497;1916805937;1903931257;1718485207;1831460465;1699111681;1697401022;1786547594;1810532864;446208002;446208004;420075521;417201189;407885309;407885329;406929661;418854205;1394217445;1394217656;1198049233;1297071815;1152135886;1152135834;1234262112;1238594283;55566846;43893577;80936241;97784873;133734703;131019012;138866176;146606383;20813644;19612020;19424212;19402588;5355783;6360847;6489645;6477993;1624839574;1668244631;1743652075;1837846082;1810809760;1810809760;1828047760;1825714760;1825202522;1823649522;1823649522;1823649522;1823649522;1823649522;1823649522;1823649522;1811260360;1829367386;1829367386;1829367386;1808839045;1808311425;1806590619;1811193543;1809839884;1809686968;1808000664;1806878526;1806878526;1810579526;1810579526;1810708813;1811152232;1811152232;1811152232;
24/02/2016;"Toutes zones";1944960793;424424045;1362772065;155277195;2487488;1999754698;1832893544;2020011105;1974999089;1972757282;1961637376;1926721199;1934619317;449169528;429953807;429621250;423569492;416606578;416606567;417448804;422957292;1470556053;1318046384;1458598986;1416949498;1383009297;1383009470;1356598799;1350665371;58665892;64572889;111204776;112828547;151667897;155113559;145675167;153993220;21363225;20320464;20586093;21651552;21473510;6907780;6998429;7003434;1779158824;1848964264;1859093294;1933190612;1973954612;1961052612;1961052612;1968548494;1968548494;1981455494;1981455494;1981455494;1981455494;1981455494;1981455496;1977997757;1979002608;1970300187;1970532449;1969771108;1928609765;1921024754;1923297313;1928376072;1926460327;1933614375;1930495161;1939494330;1937268330;1933395330;1929712330;1929750592;1932483606;1932483606;1932483606;
25/02/2016;"Toutes zones";2004112572;433951229;1414522917;153024288;2614138;1950289597;2077897467;2023057432;2006120781;2058484624;2052470510;1536844225;2000692321;435240615;437338721;427005002;422573295;437422599;437422600;358442146;434369031;1424544282;1544267287;1452251752;1446714636;1473860862;1473860761;1022954287;1403674495;69179530;73881072;121577919;114877010;141292347;134075715;148302345;155471095;21325170;22410387;22222759;21955840;5908816;7111434;7145447;7177700;1783718668;1881689043;1923796220;2050143773;2050143773;2050143773;2043514773;2052830843;2052830843;2052830843;2052336365;2045327365;2045327365;2045327365;2051924365;2057526295;2048885433;2030769151;2029101098;2031882805;2031882805;2024381757;2023444633;2018725325;2017984483;2020697521;2013769230;2012640060;2015687060;2015687060;2015687060;2014148539;2014148539;2014148539;2014148539;
26/02/2016;"Toutes zones";1980544497;427838228;1441913336;108748795;2044138;2110808113;1995047555;2081216276;2076809625;2087338779;1781706978;1971078457;1972956359;430556457;423212935;423241119;428334943;432046119;405185032;424583007;428953949;1576223332;1475128191;1530909503;1519739816;1526557794;1259997172;1425588899;1427711711;81015671;75023165;104988391;106085142;106085142;109590676;113818400;109180196;23012653;21683264;22077263;22649724;22649724;6934098;7088151;7110503;1877919737;1890310551;1887879723;1972645059;1974657059;2005252059;2005252059;2007143466;2001192466;2001192466;2001192466;2003292466;2003292466;2003292466;2007265466;2008231801;2008231801;2002377356;2002377356;2002118267;2000012267;1988537786;1986449461;1983927557;1979017557;1974950105;1984393702;1980416824;1980416824;1978392904;1993313954;1993566975;1991643466;1982957103;1982957103;
27/02/2016;"Toutes zones";1766321710;396494733;1365943116;692960;3190901;1785581254;1888853959;1887407588;1169010134;1772282910;1773467035;1718186556;1755535527;382723665;389066116;395655928;134067946;399250750;399250730;387108813;394812512;1305515562;1398345511;1446351431;1006526371;1366234939;1366234772;1323167658;1352844175;75375467;78679280;22764618;5633181;761483;761483;760857;738144;21966560;22763052;22635611;22782636;6035738;7220050;7149228;7140696;1545834843;1636367436;1669667099;1692032464;1692032464;1692032464;1692032464;1692408952;1692414147;1709433051;1709433051;1709433051;1709433051;1709433051;1709433052;1707985651;1709450661;1699854639;1699854639;1699854639;1701396387;1703288351;1703125974;1702621918;1706271306;1699754039;1699651507;1700651507;1704651507;1706651507;1706651507;1704066602;1704066602;1704066602;1708066602;
28/02/2016;"Toutes zones";1819682058;398785832;1412651111;5022894;3222221;1885965061;1955371813;1315906214;1778727411;1760017108;1761235841;1764315996;1802702650;384433960;394304052;146618749;389174111;387254571;387254558;391819557;397808253;1403191643;1461825989;1146551099;1365894365;1366056972;1366057063;1363363655;1393998892;76241824;77453409;813015;1733374;1023859;1023859;2279829;4035130;22097634;21788363;21923351;21925561;5681706;6900361;6852955;6860375;1696558435;1695229419;1696759036;1690747157;1690747157;1690747157;1690747157;1690757091;1693183625;1693183625;1693183625;1693183625;1693183625;1693183625;1693183625;1695930820;1695930820;1704997961;1704997962;1706518809;1726218746;1726438601;1727281857;1725246130;1725485866;1731595895;1728302658;1728302658;1715140978;1715140978;1745924659;1742740229;1742740229;1742740229;1742740229;
29/02/2016;"Toutes zones";2119260418;430136856;1548955753;137113541;3054268;2192385704;1782503776;2107690131;2079096159;2138216524;2138679362;2111240606;2110600572;466445354;252495321;458152613;453179308;442509410;442509392;424636946;427335741;1618037827;1419715795;1533620071;1523662797;1549841776;1549841900;1538730524;1536492685;85049825;87510069;93208200;79864141;140089156;139290532;140830301;139774351;22852698;22782591;22709247;22389913;5776182;7037538;7042835;6997795;2056726986;2052807018;2058868987;2058933187;2060989715;2060989715;2060989715;2061713977;2061763062;2061763062;2053844849;2053844849;2053844849;2053844849;2053844849;2053844849;2053844849;2055003214;2055191700;2034030410;2034030410;2068354280;2081651929;2090944380;2093798219;2091265092;2088428624;2087521098;2087521098;2087521098;2087521098;2087266528;2087266528;2084395855;2084395855;
01/03/2016;"Toutes zones";2013445654;428258161;1436082605;140795043;8309845;1781704714;2026757438;2056635866;2049298357;2052606794;2060925210;2006729068;1997959010;312192579;451296195;448044192;447107546;428471728;428471727;425364935;426545263;1394476740;1506547425;1524794901;1509116468;1480208446;1480208522;1430827438;1418943925;54883848;49316225;63907888;73020880;137960882;137699554;136045527;137992688;20151547;19597593;19888885;20053463;5965738;14545407;14491168;14477134;1758019346;1792712814;1906129974;1922124661;1922124661;1956270661;1956270661;2014490067;2014487708;2014487708;2014487708;2014487708;2014487708;2014487708;2014487708;2016730054;2014906709;2014649631;2014649631;2015521236;2015015412;2015543587;2022982523;2020389118;2015305623;2011007623;2011485194;2011637546;2014899443;2014899443;2014899443;2015233463;2015233463;2014805264;2014805264;
02/03/2016;"Toutes zones";1868369576;424047814;1371555665;65073740;7692357;1860924241;1889606002;1895543701;1882912244;1835600858;1843932703;1765405675;1851166796;445712988;441786958;443448616;440422558;444229985;444229977;407106998;421270607;1360662478;1379513067;1363365450;1367191616;1340923065;1340923044;1295073041;1350740871;36022173;48972831;69603074;56109836;44284771;44284772;48687890;64582221;18526602;19333146;19126561;19188234;6163037;14494910;14537746;14573097;1660860079;1739419412;1751751289;1818100989;1818100989;1804440989;1804440989;1804440989;1829440989;1829440989;1829440989;1829440989;1829440989;1829440989;1829440989;1801498403;1829123767;1821255673;1821198190;1806045930;1806481509;1820532841;1819851771;1830746015;1838118575;1829109947;1812743814;1810514870;1810514870;1810514870;1810514870;1811770062;1811770062;1811770062;1811770062;
03/03/2016;"Toutes zones";1983803598;431598538;1407711661;137280928;7212471;1885900946;1886145364;1929501179;1890437676;1877949113;1896045978;1996138478;1964561089;445689019;451685298;447310829;447890505;422600509;422600508;428692140;430141185;1378789097;1380756056;1383172922;1358454472;1342389332;1342389503;1417658928;1385405421;43206653;35988212;81247654;65935095;107263974;117204095;135807206;134988533;18216177;17715798;17769774;18157604;5695298;13851872;13980204;14025950;1733897140;1762241069;1834492129;1922252231;1922252231;1922252231;1922252231;1910173789;1910173789;1910184356;1910184356;1910184356;1910184356;1910184356;1910184358;1913805099;1915667670;1918652294;1918426881;1918596414;1924078199;1924546392;1919940125;1927348306;1933568204;1935026888;1939963630;1940051630;1940210630;1952552820;1952552820;1952290114;1952109053;1952109053;1952109053;
04/03/2016;"Toutes zones";1898671669;413910114;1355176113;121804599;7780843;1881405033;1856948191;1899970879;1856890882;1912227354;1922010517;1910376383;1882059334;449458672;443304437;444515877;426418816;433151731;433151734;415014034;413280949;1374131499;1351160725;1363068671;1337142657;1370399634;1370399737;1360211819;1336760697;40266547;44415282;74149419;74681757;102922171;103968895;120545620;117351554;17548315;18067747;18236912;18647652;5753818;14490151;14604910;14666134;1722621286;1747394283;1765123366;1896921875;1896937875;1896937875;1897035652;1896535665;1896535665;1896535665;1896535665;1896535665;1896535665;1896535665;1896535665;1893463096;1892269973;1883206365;1883263028;1885090456;1898425176;1899919163;1901856175;1911044030;1908208122;1913322646;1918875667;1920192113;1902928939;1902928939;1902928939;1903187094;1903187094;1903187094;1903187094;
05/03/2016;"Toutes zones";1717439969;389028216;1314101975;6568179;7741599;1812376834;1889747553;1784209013;1803131373;1751962971;1760506149;1725143265;1708960801;419682048;425861220;406783399;413238656;401914808;401914810;386472951;387060255;1322822567;1398973883;1337273170;1357570278;1339479141;1339479073;1313309489;1300616802;52275793;46819935;22244422;14471538;4886363;4886363;11123215;7022756;17596426;18092515;17908022;17850901;5682659;14225903;14237610;14260988;1588749359;1616972209;1613095843;1774035356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1753103356;1754092105;1754092105;1755145575;1755145575;1755146651;1729287907;1728737212;1727174594;1725393742;1726976032;1726066663;1727204958;1725338881;1725488881;1725488881;1725488881;1726153480;1725913480;1725913480;1725913480;
06/03/2016;"Toutes zones";1754490088;392589281;1349939244;4448674;7512889;1961243436;1896297462;1874443514;1823551729;1776920706;1781649384;1752795942;1756489372;427531060;412947004;418003647;411047617;397083669;397083625;383888839;395834652;1461459744;1411316872;1425806887;1379053503;1367584617;1367584579;1346301298;1337848983;53480440;53807458;12720115;15253206;6657069;2673384;8280944;8428431;18772192;18226128;17912865;18197403;5595351;14307796;14324861;14377306;1796396648;1790382080;1789607042;1789607042;1789607042;1789607042;1789607042;1789015390;1789015390;1789015390;1789015390;1789015390;1789015390;1789015390;1789015392;1788737768;1788170443;1789512057;1789512057;1789255424;1789349771;1788108842;1621004004;1617396039;1671138378;1665264880;1664664505;1664235561;1598062559;1598062559;1598062559;1593754533;1593754533;1669194758;1669194758;
07/03/2016;"Toutes zones";2143865475;442108477;1542503645;150326180;8927173;2113234384;2114368613;2122019158;2138796123;2154645851;2164520434;2127100859;2123305992;451611916;455324897;446903590;442258972;429920581;429920597;447181842;441189796;1588861678;1587076110;1556232806;1556628042;1564659980;1564659727;1515699723;1523754599;53353779;52808281;99684552;120152553;154438262;154734656;148883028;143070308;19407011;19159325;19198210;19756556;5627028;15205454;15336266;15291289;2187451609;2044120183;2041621631;2075132320;2063248065;2063248065;2063248065;2063245919;2062978919;2049879919;2049879919;2049879919;2049879919;2049879919;2049879919;2080350705;2112248064;2097901087;2109779173;2109779139;2150121429;2152544040;2152543207;2140549763;2142515595;2140625422;2142912854;2132831643;2116252778;2120947778;2123911778;2123911778;2124054941;2124054941;2124054941;
08/03/2016;"Toutes zones";2078741539;429627824;1490806059;149389403;8918253;2127196351;2090820552;2134559822;2123764772;2099862390;2122090296;2081740658;2067674399;457838412;448070542;443634466;437256808;454606843;454606848;437663322;428444232;1587361447;1565057187;1560508511;1552218802;1504913626;1504913232;1471235333;1472064477;62418752;58208045;110773547;114406594;134555074;147343596;157591743;151881271;19577740;19484778;19643298;19882568;5786847;15226620;15250260;15284419;1896253709;1907883760;1952597703;2087196349;2112921349;2107065349;2107065349;2107065349;2107073082;2107073082;2107073082;2107073082;2107073082;2107073082;2107073082;2108168454;2108168454;2114660518;2114660518;2113640806;2126768849;2134557255;2138933141;2130869412;2141646551;2144800679;2141859207;2141525379;2141497379;2141470379;2141470379;2141019749;2139755861;2139755861;2139755861;
09/03/2016;"Toutes zones";2022427328;414426480;1479696904;119123347;9180597;2043545025;2037319217;2096464733;2085439092;2014437792;2025685040;2012318620;2005444576;445350416;442817362;440899615;452911638;441414784;441414785;413598364;412411533;1522128810;1522222885;1519671286;1489368901;1444884237;1444884320;1463409380;1461635842;56627312;53310322;116599159;123344262;122455490;124031937;119717534;115784649;19438487;18968648;19294673;19814291;5683281;15353998;15593342;15612552;1952711533;1954508836;1985725090;1996784483;1996833483;1996968483;1996968483;1996968483;1996968483;1996968483;1996968483;1996968483;1996968483;1996968483;1996968483;1997639172;1997029172;1987685773;1987546136;1987101136;1993200761;1993181898;1988844502;1999612293;2002280580;2003533584;2000896940;2001956941;2001956941;2001956941;2001122741;2003410741;2003410741;2003410741;2003410741;
10/03/2016;"Toutes zones";1938051410;414117309;1352681608;162065072;9187421;1903766591;1913106165;2015990723;1986975837;1966390245;1975770677;1935916394;1925798077;437336583;437302817;450286527;444044383;423044122;423044133;411934030;412876807;1405265870;1411104456;1436686217;1422122625;1386411080;1386411013;1353116994;1336104595;43675488;46407747;110532485;102555264;151650612;151650609;156163465;162147906;17488650;18291145;18485494;18253565;5284431;14664922;14701905;14668769;1803417655;1916713214;1939225364;1973567770;1973567770;1973567770;1973567770;1973571988;1973571988;1973571988;1973571988;1973571988;1973571988;1973571988;1986843988;1986744224;1986940776;1987458547;1987458547;1986934708;2007027006;2006764335;2009646433;1985646650;1991165626;1983690768;1983787145;1966465423;1966805423;1966105423;1966105423;1965838646;1965838646;1965838646;1965838646;
11/03/2016;"Toutes zones";1814478009;405864856;1276899220;122654861;9059072;1746447533;1783210258;1897837047;1928804620;1812819237;1825834813;1812406619;1802112826;423773635;434662986;434650519;423862131;405708032;405708037;408475845;405996272;1276333229;1304927132;1363386971;1312185622;1293008683;1293008844;1271487345;1257599294;29834187;27370892;82918337;176094641;109323482;113700214;119173925;125292243;16506482;16249248;16881220;16662226;4779040;13417718;13269504;13225017;1761430538;1769912741;1753456547;1885945265;1885445265;1885045265;1885045265;1885041149;1885041149;1885041149;1885041149;1885041149;1885041149;1885041149;1885041149;1883623098;1883886419;1879819799;1880296799;1880454799;1880942762;1859091204;1854246854;1833714009;1821821691;1816652583;1817545562;1817776259;1817776259;1818736259;1817306030;1817356004;1817356004;1817356004;1817356004;
12/03/2016;"Toutes zones";1541020507;372662667;1159265033;230242;8862565;1539079351;1587610711;1674515710;1658794639;1564969576;1572853539;1553259180;1526925335;399947259;396254846;397068937;392246475;384773774;384773742;371447570;371964054;1113356302;1158020106;1246002878;1235873776;1160563893;1160563763;1159113253;1142142978;12179891;18210478;16002835;15490836;14987243;14987243;10171137;260355;13595899;15125281;15441060;15183552;4644666;12528791;12527220;12557948;1602755596;1598951879;1571365782;1591416807;1591416807;1591416807;1591416807;1591162318;1591162318;1591162318;1591162318;1591162318;1591162318;1591162318;1591162318;1589068459;1589068459;1592373351;1592373351;1592373351;1573208434;1573199048;1572339155;1566610595;1566683138;1572197023;1570696781;1570696781;1570696781;1571044326;1558599566;1558411200;1558411200;1558411200;1558411200;
13/03/2016;"Toutes zones";1572515197;373232039;1188442825;2067128;8773205;1539156988;1665317738;1641673470;1622075773;1557268876;1565290329;1544117308;1555040211;394779224;398794610;393444043;391184704;370685053;370685065;368036250;372726550;1116232733;1236184888;1222943302;1212919557;1179826163;1179826121;1161357233;1167919001;13551859;15234354;10023905;2443718;1929194;1929195;1887407;1765428;14593172;15103886;15262220;15527794;4828466;12849948;12836418;12629232;1562826668;1556464218;1561662086;1566268148;1566268148;1566268148;1566467768;1567253318;1567260368;1567260368;1567260368;1567260368;1567260368;1567260368;1567260368;1564422165;1563925184;1561296268;1561296306;1561296306;1557640718;1555883526;1556798823;1563659118;1563337532;1563159765;1563441004;1567551004;1567551004;1555551004;1551551004;1550607179;1550607179;1550607179;1550607179;
14/03/2016;"Toutes zones";1841064363;408462621;1307322022;116554507;8725213;1859445086;1822611831;1805392460;1806404214;1792608098;1803461161;1786383682;1816321436;440899959;432962231;427896343;423239682;413958775;413958763;406851665;408027787;1359976976;1333040929;1306619676;1311989278;1277142988;1277142862;1256441863;1281524873;42643008;40495094;54408575;54884710;96486291;98667739;109178524;112854348;15925143;16113577;16467866;16290544;5020044;13691797;13911630;13914428;1823972409;1846739084;1847930488;1849271331;1849271331;1849271331;1849271331;1843858615;1843858615;1843858615;1843858615;1844252501;1844252501;1844252501;1844252501;1845338228;1845338228;1844211910;1842736245;1843733565;1851854675;1851440772;1833797553;1845966786;1846764481;1849123537;1844028706;1843998707;1829525164;1824524926;1818890950;1818890950;1818773605;1818773605;1818773605;
15/03/2016;"Toutes zones";1786019300;406413003;1231801616;139984769;7819912;1822627371;1789713039;1758353337;1770804768;1804843112;1797769661;1777765313;1780949735;435360796;428666006;421209790;417032576;414738484;414738463;405376270;406419459;1331105935;1304703523;1263527027;1249752961;1232115560;1232115550;1210636238;1218471202;40676373;40850880;58206547;88517353;153134000;137624320;148485602;142765185;15484267;15492630;15409973;15501878;4855068;13291328;13267203;13293889;1623129738;1781886666;1810991043;1825836801;1838836801;1838836801;1839252801;1839671351;1839671351;1839672351;1839672351;1839672351;1839672351;1830003351;1830240351;1831070193;1831070193;1833181965;1833887537;1833883772;1835744217;1832809710;1832940268;1826255803;1828118651;1816278747;1817626490;1818221490;1807721490;1805999490;1807425359;1806023481;1806023481;1806023481;1806023481;
02/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/03/2016;"Nord B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
