20160323,50.136,1.834,6.684991455078148,3
20160324,50.136,1.834,7.528749084472679,4
20160325,50.136,1.834,8.068750000000023,5
20160326,50.136,1.834,8.79725036621096,6
20160327,50.136,1.834,10.374375915527366,7
20160323,50.57,3.0975,6.199990844726585,3
20160324,50.57,3.0975,6.214997863769554,4
20160325,50.57,3.0975,7.028752899169945,5
20160326,50.57,3.0975,8.45975265502932,6
20160327,50.57,3.0975,11.086877441406273,7
20160323,49.725167,-1.939833,9.644998168945335,3
20160324,49.725167,-1.939833,9.598756408691429,4
20160325,49.725167,-1.939833,9.716249084472679,5
20160326,49.725167,-1.939833,10.403127288818382,6
20160327,49.725167,-1.939833,9.655629730224632,7
20160323,49.18,-0.456167,6.710000610351585,3
20160324,49.18,-0.456167,6.985623931884788,4
20160325,49.18,-0.456167,8.813504791259788,5
20160326,49.18,-0.456167,9.619500732421898,6
20160327,49.18,-0.456167,8.455499267578148,7
20160323,49.383,1.181667,4.79999694824221,3
20160324,49.383,1.181667,4.155007934570335,4
20160325,49.383,1.181667,7.000001525878929,5
20160326,49.383,1.181667,8.747251129150413,6
20160327,49.383,1.181667,10.730622863769554,7
20160323,49.209667,4.155333,7.825006103515648,3
20160324,49.209667,4.155333,6.499993896484398,4
20160325,49.209667,4.155333,6.77124938964846,5
20160326,49.209667,4.155333,7.998132324218773,6
20160327,49.209667,4.155333,10.118123626709007,7
20160323,48.444167,-4.412,8.585000610351585,3
20160324,48.444167,-4.412,9.251248931884788,4
20160325,48.444167,-4.412,10.606252288818382,5
20160326,48.444167,-4.412,10.69937667846682,6
20160327,48.444167,-4.412,9.174375152587913,7
20160323,48.825833,-3.473167,6.585000610351585,3
20160324,48.825833,-3.473167,7.748750305175804,4
20160325,48.825833,-3.473167,9.952500915527366,5
20160326,48.825833,-3.473167,10.647248840332054,6
20160327,48.825833,-3.473167,8.699372863769554,7
20160323,48.068833,-1.734,9.829995727539085,3
20160324,48.068833,-1.734,7.30624923706057,4
20160325,48.068833,-1.734,9.991250610351585,5
20160326,48.068833,-1.734,11.147245025634788,6
20160327,48.068833,-1.734,9.761872863769554,7
20160323,48.4455,0.110167,6.29999694824221,3
20160324,48.4455,0.110167,4.523755645751976,4
20160325,48.4455,0.110167,7.504998779296898,5
20160326,48.4455,0.110167,9.478128051757835,6
20160327,48.4455,0.110167,9.424375152587913,7
20160323,48.716833,2.384333,7.780007934570335,3
20160324,48.716833,2.384333,6.557500457763695,4
20160325,48.716833,2.384333,6.972497558593773,5
20160326,48.716833,2.384333,8.464376068115257,6
20160327,48.716833,2.384333,10.6868721008301,7
20160323,48.324667,4.02,8.37000427246096,3
20160324,48.324667,4.02,7.079999542236351,4
20160325,48.324667,4.02,6.785001373291038,5
20160326,48.324667,4.02,7.97687683105471,6
20160327,48.324667,4.02,9.524369812011741,7
20160323,48.581,5.959833,7.844995117187523,3
20160324,48.581,5.959833,6.848756408691429,4
20160325,48.581,5.959833,6.523748016357445,5
20160326,48.581,5.959833,7.113130187988304,6
20160327,48.581,5.959833,8.124375915527366,7
20160323,48.5495,7.640333,7.695001220703148,3
20160324,48.5495,7.640333,6.437497711181663,4
20160325,48.5495,7.640333,6.741250610351585,5
20160326,48.5495,7.640333,7.178506469726585,6
20160327,48.5495,7.640333,7.88062438964846,7
20160323,47.294333,-3.218333,12.37000427246096,3
20160324,47.294333,-3.218333,10.572503662109398,4
20160325,47.294333,-3.218333,11.156247711181663,5
20160326,47.294333,-3.218333,11.770623779296898,6
20160327,47.294333,-3.218333,10.75562438964846,7
20160323,47.15,-1.608833,9.949990844726585,3
20160324,47.15,-1.608833,6.921254730224632,4
20160325,47.15,-1.608833,10.615003204345726,5
