7005,20090301,7.34286
7005,20090202,-0.52500
7005,20090302,6.02500
7005,20090203,-1.46250
7005,20090303,6.28750
7005,20090204,-1.76250
7005,20090304,4.67500
7005,20090205,4.28750
7005,20090305,3.01250
7005,20090206,5.37500
7005,20090306,3.83750
7005,20090207,1.73750
7005,20090307,6.13750
7005,20090208,2.35000
7005,20090308,8.06250
7005,20090209,4.38750
7005,20090309,6.76250
7005,20090210,5.40000
7005,20090310,7.78750
7005,20090211,2.71250
7005,20090311,6.28750
7005,20090212,2.16250
7005,20090312,8.87500
7005,20090213,1.80000
7005,20090313,8.33750
7005,20090214,1.43750
7005,20090314,8.05000
7005,20090215,1.68750
7005,20090315,7.20000
7005,20090216,6.28750
7005,20090316,7.48750
7005,20090217,6.87500
7005,20090317,8.83750
7005,20090218,5.13750
7005,20090318,8.76250
7005,20090219,1.98750
7005,20090319,7.45000
7005,20090220,6.06250
7005,20090320,6.52500
7005,20090221,6.33750
7005,20090321,5.11250
7005,20090222,6.86250
7005,20090322,6.23750
7005,20090223,6.47500
7005,20090323,7.43750
7005,20090224,6.18750
7005,20090324,5.66250
7005,20090225,4.73750
7005,20090325,7.85000
7005,20090226,7.02500
7005,20090326,8.32500
7005,20090227,7.47500
7005,20090327,7.48750
7005,20090228,4.30000
7005,20090328,5.58750
7015,20090201,-1.10000
7015,20090301,7.40000
7015,20090202,0.65000
7015,20090302,6.78750
7015,20090203,0.42500
7015,20090303,6.01250
7015,20090204,-1.36250
7015,20090304,4.82500
7015,20090205,4.23750
7015,20090305,3.27500
7015,20090206,4.98750
7015,20090306,4.51250
7015,20090207,2.97500
7015,20090307,5.38750
7015,20090208,2.60000
7015,20090308,8.31250
7015,20090209,3.52500
7015,20090309,5.97500
7015,20090210,5.77500
7015,20090310,7.20000
7015,20090211,2.55000
7015,20090311,6.37500
7015,20090212,1.58750
7015,20090312,8.68750
7015,20090213,1.61250
7015,20090313,8.97500
7015,20090214,0.98750
7015,20090314,9.15000
7015,20090215,1.30000
7015,20090315,8.27500
7015,20090216,6.48750
7015,20090316,7.95000
7015,20090217,6.67500
7015,20090317,9.08750
7015,20090218,2.56250
7015,20090318,8.86250
7015,20090219,1.67500
7015,20090319,8.11250
7015,20090220,5.60000
7015,20090320,6.78750
7015,20090221,5.96250
7015,20090321,5.80000
7015,20090222,6.73750
7015,20090322,7.68750
7015,20090223,6.30000
7015,20090323,7.93750
7015,20090224,4.92500
7015,20090324,5.57500
7015,20090225,4.07500
7015,20090325,6.81250
7015,20090226,7.30000
7015,20090326,7.96250
7015,20090227,7.26250
7015,20090327,7.28750
7015,20090228,5.10000
7015,20090328,6.25000
7020,20090201,2.68571
7020,20090301,8.10000
7020,20090202,1.25000
7020,20090302,8.40000
7020,20090203,3.13750
7020,20090303,8.56250
7020,20090204,3.57143
7020,20090304,6.02500
7020,20090205,7.15000
7020,20090305,5.13750
7020,20090206,5.90000
7020,20090306,7.66250
7020,20090207,5.18750
7020,20090307,8.90000
7020,20090208,5.75000
7020,20090308,8.85000
7020,20090209,8.11250
7020,20090309,8.48750
7020,20090210,7.17500
7020,20090310,9.56250
7020,20090211,7.51250
7020,20090311,8.42500
7020,20090212,5.75000
7020,20090312,9.31250
7020,20090213,7.45000
7020,20090313,10.61250
7020,20090214,5.16250
7020,20090314,9.65714
7020,20090215,5.45000
7020,20090315,8.60000
7020,20090216,8.27500
7020,20090316,7.40000
7020,20090217,8.66667
7020,20090317,8.45714
7020,20090218,8.37500
7020,20090318,8.57500
7020,20090219,6.77500
7020,20090319,8.18750
7020,20090220,7.38750
7020,20090320,8.03750
7020,20090221,7.58750
7020,20090321,7.40000
7020,20090222,8.63750
7020,20090322,8.90000
7020,20090223,8.51250
7020,20090323,9.46250
7020,20090224,8.51429
7020,20090324,8.41250
7020,20090225,8.65000
7020,20090325,9.58750
7020,20090226,8.60000
7020,20090326,9.31250
7020,20090227,9.12500
7020,20090327,8.35000
