20130401,1290637690,5.3,2
20130402,1403603019,5.9,3
20130403,1449253418,5.5,4
20130404,1436778152,5.9,5
20130405,1440908635,5.6,6
20130406,1317053763,5.2,7
20130407,1158308487,7.7,1
20130408,1234678484,8.2,2
20130409,1198934087,9.5,3
20130410,1142185018,11.2,4
20130411,1013705119,11.5,5
20130412,947318106,10.9,6
20130413,804134682,12.1,7
20130414,583141803,20,1
20130415,655360876,16.4,2
20130416,681459749,15.9,3
20130417,578129901,19.5,4
20130418,627469454,13.2,5
20130419,766893991,9.5,6
20130420,755079638,9.7,7
20130421,723722020,10.7,1
20130422,792970817,11.2,2
20130423,725168624,13.9,3
20130424,612305997,17.9,4
20130425,540762722,19.5,5
20130426,670356526,11.4,6
20130427,756952696,8.8,7
20130428,778092101,8.6,1
20130429,838177198,11.1,2
20130430,827504709,11.7,3
20130501,710944213,11.7,4
20130502,743568403,13.6,5
20130503,691446926,12.7,6
20130504,605479002,13.8,7
20130505,540518756,13.7,1
20130506,587768313,15.5,2
20130507,534980700,16.3,3
20130508,484382329,14.9,4
20130509,510578185,14,5
20130510,597647607,13,6
20130511,581844599,12.8,7
20130512,601281055,12.5,1
20130513,684303734,13.6,2
20130514,710879134,12.9,3
20130515,705609018,12.2,4
20130516,724645255,11.8,5
20130517,723909924,12.3,6
20130518,594173105,13.9,7
20130519,603626824,12.4,1
20130520,694492608,11.9,2
20130521,798997826,11.8,3
20130522,764426372,12.5,4
20130523,846368305,8.9,5
20130524,930860010,8,6
20130525,731574870,9.7,7
20130526,673186885,11.6,1
20130527,619722712,14.5,2
20130528,677047964,12,3
20130529,706834149,12.5,4
20130530,683781508,12.9,5
20130531,654314186,13.9,6
20130601,500927842,15,7
20130602,486238359,13.8,1
20130603,585518023,13.3,2
20130604,552442069,15.2,3
20130605,484274328,18.1,4
20130606,445824697,21,5
20130607,412717469,22.2,6
20130608,357355345,20.6,7
20130609,378107586,15,1
20130610,455386415,17.1,2
20130611,446489588,17.3,3
20130612,439139450,19,4
20130613,453409302,14.9,5
20130614,434056656,16.8,6
20130615,371186478,16.4,7
20130616,357369582,18.5,1
20130617,432944926,23.7,2
20130618,439335059,23.9,3
20130619,429654217,22.3,4
20130620,432429057,18.6,5
20130621,405657559,16.7,6
20130622,360761300,15.7,7
20130623,377096565,14.5,1
20130624,460304411,13.9,2
20130625,469647828,14.4,3
20130626,455969581,16.3,4
20130627,454748955,15.4,5
20130628,450058075,15.4,6
20130629,365235155,16,7
20130630,349403335,19,1
20130701,417894924,19.2,2
20130702,426122750,21.1,3
20130703,426739376,17.4,4
20130704,425223817,19,5
20130705,397444876,19.7,6
20130706,328427742,22.5,7
20130707,311745739,24.2,1
20130708,384284936,23.4,2
20130709,397826996,23.2,3
20130710,400067302,21.4,4
20130711,406204874,17.5,5
20130712,390648753,19.2,6
20130713,325181616,20,7
20130714,309249055,22.2,1
20130715,377335332,23.8,2
20130716,401383796,24.2,3
20130717,393539916,24.9,4
20130718,390671500,24.6,5
20130719,361331303,25,6
20130720,305100366,25,7
20130721,291046001,27.7,1
20130722,357478262,29.1,2
20130723,381037563,26.1,3
20130724,393052529,23,4
20130725,385964958,25.4,5
20130726,340648166,23.5,6
20130727,290237766,23.5,7
20130728,284779448,22.8,1
20130729,356948369,21,2
20130730,359470386,21,3
20130731,338653640,23.5,4
20130801,321566377,28.4,5
20130802,312285759,26.7,6
20130803,275764335,21.7,7
20130804,266779707,23.2,1
20130805,309952142,24.1,2
20130806,320392908,21.7,3
20130807,324864000,18.6,4
20130808,324638524,19.2,5
20130809,326971513,20,6
20130810,290310618,18.8,7
20130811,275337250,19.6,1
20130812,318394063,18.6,2
20130813,328131692,17.8,3
20130814,326510982,19.1,4
20130815,298346867,21.4,5
20130816,318556479,22.6,6
20130817,291167399,22.8,7
20130818,293849722,20.5,1
20130819,358761194,18.5,2
20130820,366863350,19.7,3
20130821,363072536,21.2,4
20130822,367008742,22.4,5
20130823,358293685,24.3,6
20130824,325105099,18.7,7
20130825,333300094,15.9,1
20130826,405840910,18.8,2
20130827,448881407,18.2,3
20130828,467433405,19.1,4
20130829,473981041,19.5,5
20130830,439903032,19.4,6
20130831,339332382,18.3,7
20130901,341831672,16.9,1
20130902,419780508,18.1,2
20130903,459372889,21,3
20130904,463275829,24.1,4
20130905,445266773,25.3,5
20130906,423763336,19.5,6
20130907,343641255,17.2,7
20130908,352805406,16.8,1
20130909,455599917,14.3,2
20130910,473811392,15,3
20130911,503283155,14.7,4
20130912,516951441,14.7,5
20130913,492909001,16.6,6
20130914,407958252,14.7,7
20130915,402486873,14.7,1
20130916,514569020,12.8,2
20130917,562213186,14.2,3
20130918,570789570,13.9,4
20130919,587927113,15.4,5
20130920,544180780,15.6,6
20130921,437462692,16.9,7
